,OP_CARRIER,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,ACTUAL_ELAPSED_TIME,AIR_TIME,DISTANCE
56,9E,ATL,MLB,63.0,55.0,85.0,67.0,442.0
57,9E,ATL,MLI,11.336283185840708,4.907079646017699,116.49339207048457,91.37004405286343,633.0
58,9E,ATL,MOB,9.778975741239892,6.849865951742627,77.46437994722955,54.35883905013193,302.0
59,9E,ATL,MSN,33.0,23.428571428571427,124.71428571428571,97.71428571428571,707.0
60,9E,ATL,MSP,-3.0,81.0,249.0,137.0,907.0
61,9E,ATL,MYR,12.62962962962963,8.222222222222221,68.85185185185185,46.0,317.0
62,9E,ATL,OAJ,7.1420118343195265,2.7218934911242605,81.17811408614668,58.08032596041909,399.0
63,9E,ATL,OMA,7.62962962962963,-3.0,139.44827586206895,117.58620689655173,821.0
64,9E,ATL,ORD,13.0,14.571428571428571,129.42857142857142,92.14285714285714,606.0
65,9E,ATL,PHF,13.476987447698745,10.042372881355933,96.99585062240664,72.32780082987551,508.0
66,9E,ATL,PIA,15.791836734693877,5.390041493775934,109.85185185185185,85.53497942386831,565.0
67,9E,ATL,RAP,-2.5625,-7.25,188.94117647058823,160.05882352941177,1230.0
68,9E,ATL,RIC,-5.0,-7.0,103.0,70.0,481.0
69,9E,ATL,ROA,6.268571428571429,0.5813953488372093,81.45977011494253,56.264367816091955,357.0
70,9E,ATL,RST,11.352517985611511,3.8633093525179856,137.71223021582733,115.43884892086331,831.0
71,9E,ATL,SAV,3.5694444444444446,-0.7777777777777778,62.11842105263158,38.18421052631579,214.0
72,9E,ATL,SBN,1.3964497041420119,-10.563953488372093,104.1686046511628,80.95348837209302,566.0
73,9E,ATL,SDF,25.125,24.8125,84.0625,55.5,321.0
74,9E,ATL,SGF,8.18348623853211,1.848854961832061,109.96686746987952,86.52409638554217,563.0
75,9E,ATL,SHV,7.486899563318778,2.0,107.44216216216216,83.70702702702702,551.0
76,9E,ATL,TLH,10.434131736526947,7.062780269058296,63.603801169590646,39.85526315789474,223.0
77,9E,ATL,TRI,6.066147859922179,2.0580137659783677,63.903163950143814,40.827420901246406,227.0
78,9E,ATL,TUL,6.305755395683454,1.144404332129964,123.78494623655914,97.63799283154121,674.0
79,9E,ATL,TVC,3.4583333333333335,1.9130434782608696,128.15384615384616,103.07692307692308,769.0
80,9E,ATL,TYS,9.020761245674741,4.7476319350473615,53.731154102735154,31.286190793862573,152.0
81,9E,ATL,VLD,4.482625482625482,2.622823984526112,64.16,38.78666666666667,208.0
82,9E,ATL,VPS,13.866666666666667,13.766666666666667,77.5,47.0,250.0
83,9E,ATL,XNA,7.461103253182461,2.477272727272727,114.43375174337517,87.86750348675035,589.0
84,9E,ATW,ATL,13.158653846153847,12.511848341232227,135.27230046948358,107.92957746478874,765.0
